location_id,datetimeUtc,pm2.5,pm10,o3,no2,so2,co,temperature,humidity,AQI
5408,2025-05-09 01:15:00+00:00,30.0,61.0,13.1,30.2,10.8,0.0,23.8,81.0,61
5408,2025-05-09 01:30:00+00:00,30.0,61.0,12.2,30.3,10.6,0.0,23.9,81.0,61
5408,2025-05-09 01:45:00+00:00,30.0,61.0,19.6,30.6,10.4,0.0,24.5,77.0,61
5408,2025-05-09 02:00:00+00:00,30.0,61.0,25.7,29.6,10.6,0.0,25.0,74.0,61
5408,2025-05-09 02:15:00+00:00,35.0,61.0,29.2,29.9,10.8,0.0,25.3,73.0,61
5408,2025-05-09 02:30:00+00:00,35.0,61.0,29.6,28.8,10.5,0.0,25.9,72.0,61
5408,2025-05-09 02:45:00+00:00,35.0,61.0,31.6,31.3,10.6,0.0,26.4,71.0,61
5408,2025-05-09 03:00:00+00:00,35.0,61.0,33.7,30.2,10.7,0.0,26.9,70.0,61
5408,2025-05-09 03:15:00+00:00,45.0,66.0,34.1,29.2,10.9,0.0,27.2,69.0,75
5408,2025-05-09 03:30:00+00:00,45.0,66.0,36.7,28.4,11.0,680.0,27.1,69.0,75
5408,2025-05-09 04:00:00+00:00,45.0,66.0,40.4,29.2,11.0,720.0,28.1,67.0,75
5408,2025-05-09 04:15:00+00:00,23.0,77.0,43.3,29.7,10.7,570.0,28.9,64.0,77
5408,2025-05-09 04:30:00+00:00,23.0,77.0,43.5,30.6,11.3,710.0,29.2,63.0,77
5408,2025-05-09 04:45:00+00:00,23.0,77.0,46.5,29.6,11.4,610.0,29.1,64.0,77
5408,2025-05-09 05:15:00+00:00,49.0,74.0,50.2,28.3,10.5,60.0,30.3,58.0,81
5408,2025-05-09 05:30:00+00:00,49.0,74.0,50.4,29.5,10.8,23.66,30.8,57.0,81
5408,2025-05-09 05:45:00+00:00,49.0,74.0,51.4,28.9,11.3,19.689999999999998,31.6,54.0,81
5408,2025-05-09 06:00:00+00:00,49.0,74.0,52.1,27.2,11.2,740.0,31.8,52.0,81
5408,2025-05-09 06:15:00+00:00,32.0,66.0,52.7,6.6,11.2,950.0,32.3,51.0,66
5408,2025-05-09 06:30:00+00:00,32.0,66.0,55.9,-15.4,11.7,770.0,32.4,49.0,66
5408,2025-05-09 07:00:00+00:00,32.0,66.0,55.1,26.5,11.6,150.0,33.1,48.0,66
5408,2025-05-09 07:15:00+00:00,37.0,65.0,60.0,25.7,1.3,230.0,32.9,48.0,65
5408,2025-05-09 07:30:00+00:00,37.0,65.0,60.6,27.7,357.8,1120.0,33.4,47.0,193
5408,2025-05-09 07:45:00+00:00,37.0,65.0,59.6,27.9,10.3,1150.0,32.9,48.0,65
5408,2025-05-09 08:00:00+00:00,37.0,65.0,60.4,27.1,10.3,970.0,33.4,46.0,65
5408,2025-05-09 08:15:00+00:00,31.0,63.0,60.6,27.9,10.3,1050.0,33.8,45.0,63
5408,2025-05-09 08:30:00+00:00,31.0,63.0,63.1,27.5,11.2,1270.0,33.9,45.0,63
5408,2025-05-09 08:45:00+00:00,31.0,63.0,60.6,27.1,11.1,1160.0,33.8,45.0,63
5408,2025-05-09 09:00:00+00:00,31.0,63.0,61.3,27.1,10.8,2630.0,34.3,43.0,108
5408,2025-05-09 09:15:00+00:00,31.0,67.0,64.9,24.9,10.5,3010.0,34.2,43.0,112
5408,2025-05-09 09:30:00+00:00,31.0,67.0,68.4,24.7,10.2,3080.0,34.1,42.0,113
5408,2025-05-09 09:45:00+00:00,31.0,67.0,69.8,25.0,10.9,2970.0,34.7,41.0,112
5408,2025-05-09 10:00:00+00:00,31.0,67.0,67.8,25.1,11.3,2610.0,34.5,42.0,107
5408,2025-05-09 10:15:00+00:00,32.0,59.0,66.1,24.4,11.2,2200.0,34.3,42.0,102
5408,2025-05-09 10:30:00+00:00,32.0,59.0,69.2,24.0,11.2,2430.0,33.6,43.0,105
5408,2025-05-09 10:45:00+00:00,32.0,59.0,74.9,24.7,10.8,2630.0,33.1,44.0,108
5408,2025-05-09 11:00:00+00:00,32.0,59.0,72.9,24.8,10.7,2500.0,33.6,41.0,106
5408,2025-05-09 11:15:00+00:00,31.0,63.0,75.3,24.8,10.9,1810.0,33.1,42.0,90
5408,2025-05-09 11:30:00+00:00,31.0,63.0,77.2,25.6,10.8,1050.0,32.0,46.0,77
5408,2025-05-09 11:45:00+00:00,31.0,63.0,74.7,25.7,11.3,1210.0,31.5,49.0,75
5408,2025-05-09 12:00:00+00:00,31.0,63.0,59.8,25.9,11.2,1190.0,30.7,54.0,63
5408,2025-05-09 12:30:00+00:00,29.0,69.0,54.7,28.1,10.7,840.0,29.7,58.0,69
5408,2025-05-09 12:45:00+00:00,29.0,69.0,53.7,24.4,10.9,1200.0,29.3,59.0,69
5408,2025-05-09 13:00:00+00:00,29.0,69.0,54.3,25.7,10.8,1250.0,29.0,61.0,69
5408,2025-05-09 13:15:00+00:00,43.0,75.0,47.4,26.2,11.2,770.0,28.6,64.0,75
5408,2025-05-09 13:30:00+00:00,43.0,75.0,44.7,25.7,11.4,710.0,28.3,65.0,75
5408,2025-05-09 13:45:00+00:00,43.0,75.0,44.5,25.2,11.7,940.0,28.1,65.0,75
5408,2025-05-09 14:00:00+00:00,43.0,75.0,42.1,25.8,11.4,950.0,27.9,64.0,75
5408,2025-05-09 14:15:00+00:00,47.0,78.0,42.3,26.0,11.5,780.0,27.6,66.0,78
5408,2025-05-09 14:45:00+00:00,47.0,78.0,42.3,28.8,12.4,890.0,27.2,69.0,78
5408,2025-05-09 15:00:00+00:00,47.0,78.0,43.1,26.9,12.1,960.0,27.0,69.0,78
5408,2025-05-09 15:15:00+00:00,47.0,71.0,44.7,26.8,12.4,530.0,26.7,70.0,78
5408,2025-05-09 15:30:00+00:00,47.0,71.0,43.7,25.0,12.7,470.0,26.5,71.0,78
5408,2025-05-09 15:45:00+00:00,47.0,71.0,41.9,24.0,13.2,790.0,26.4,72.0,78
5408,2025-05-09 16:00:00+00:00,47.0,71.0,39.8,23.9,13.3,520.0,26.1,73.0,78
5408,2025-05-09 16:15:00+00:00,58.0,89.0,40.2,24.8,13.5,300.0,26.0,73.0,97
5408,2025-05-09 16:30:00+00:00,58.0,89.0,38.8,27.3,13.8,340.0,26.0,74.0,97
5408,2025-05-09 16:45:00+00:00,58.0,89.0,38.2,27.0,13.8,720.0,25.7,75.0,97
5408,2025-05-09 17:00:00+00:00,58.0,89.0,37.6,26.8,13.0,810.0,25.6,76.0,97
5408,2025-05-09 17:15:00+00:00,49.0,83.0,36.8,25.9,12.5,240.0,25.5,77.0,83
5408,2025-05-09 17:30:00+00:00,49.0,83.0,31.6,27.6,13.1,0.0,25.6,77.0,83
5408,2025-05-09 17:45:00+00:00,49.0,83.0,28.0,27.8,12.5,0.0,25.6,77.0,83
5408,2025-05-09 18:00:00+00:00,49.0,83.0,37.0,27.8,12.1,0.0,25.6,77.0,83
5408,2025-05-09 18:15:00+00:00,57.0,88.0,40.2,28.5,11.4,0.0,25.6,77.0,95
5408,2025-05-09 19:15:00+00:00,52.0,88.0,25.9,28.8,7.6,0.0,25.1,79.0,88
5408,2025-05-09 19:30:00+00:00,52.0,88.0,25.7,28.6,7.6,980.0,25.0,80.0,88
5408,2025-05-09 19:45:00+00:00,52.0,88.0,24.9,28.9,7.3,1170.0,24.9,80.0,88
5408,2025-05-09 20:00:00+00:00,52.0,88.0,23.5,29.0,7.3,1040.0,24.8,80.0,88
5408,2025-05-09 20:15:00+00:00,49.0,84.0,22.7,28.4,7.5,1020.0,24.8,81.0,84
5408,2025-05-09 20:30:00+00:00,49.0,84.0,22.0,27.7,7.8,1280.0,24.7,81.0,84
5408,2025-05-09 20:45:00+00:00,49.0,84.0,22.5,28.6,7.6,1160.0,24.7,81.0,84
5408,2025-05-09 21:00:00+00:00,49.0,84.0,24.7,27.9,7.3,1110.0,24.6,81.0,84
5408,2025-05-09 21:15:00+00:00,41.0,80.0,-3.5,28.3,6.9,410.0,24.6,82.0,80
5408,2025-05-09 21:30:00+00:00,41.0,80.0,133.5,28.7,6.8,810.0,24.6,82.0,149
5408,2025-05-09 21:45:00+00:00,41.0,80.0,18.8,27.9,6.7,950.0,24.5,82.0,80
5408,2025-05-09 22:00:00+00:00,41.0,80.0,21.0,27.1,6.7,920.0,24.4,82.0,80
5408,2025-05-09 22:15:00+00:00,48.0,77.0,17.8,26.9,6.9,730.0,24.4,82.0,80
5408,2025-05-09 22:30:00+00:00,48.0,77.0,23.1,28.1,7.1,950.0,24.5,82.0,80
5408,2025-05-09 22:45:00+00:00,48.0,77.0,23.1,28.4,7.0,1020.0,24.5,82.0,80
5408,2025-05-09 23:00:00+00:00,48.0,77.0,23.7,28.1,6.9,900.0,24.5,82.0,80
5408,2025-05-09 23:15:00+00:00,42.0,83.0,20.8,28.4,6.9,1370.0,24.5,82.0,83
5408,2025-05-09 23:30:00+00:00,42.0,83.0,14.9,29.2,7.2,1830.0,24.2,83.0,91
5408,2025-05-09 23:45:00+00:00,42.0,83.0,16.9,29.7,7.0,2080.0,23.9,84.0,83
5408,2025-05-10 00:00:00+00:00,42.0,83.0,18.2,29.0,7.0,1750.0,24.2,84.0,86
5408,2025-05-10 00:15:00+00:00,42.0,80.0,18.4,29.0,7.0,1950.0,24.4,83.0,97
5408,2025-05-10 00:30:00+00:00,42.0,80.0,14.3,29.5,8.6,1980.0,24.5,83.0,99
5408,2025-05-10 00:45:00+00:00,42.0,80.0,18.4,31.0,9.7,2140.0,24.8,82.0,102
5408,2025-05-10 01:00:00+00:00,42.0,80.0,23.5,31.0,9.7,1940.0,25.3,80.0,97
5408,2025-05-10 01:15:00+00:00,39.0,77.0,27.4,30.5,9.6,1960.0,25.9,79.0,98
5408,2025-05-10 01:30:00+00:00,39.0,77.0,29.0,29.4,10.0,2120.0,26.2,78.0,101
5408,2025-05-10 01:45:00+00:00,39.0,77.0,29.6,28.8,10.5,2110.0,26.4,77.0,101
5408,2025-05-10 02:15:00+00:00,40.0,76.0,38.4,27.8,10.7,2890.0,27.2,74.0,111
5408,2025-05-10 02:30:00+00:00,40.0,76.0,41.2,27.2,11.3,3550.0,27.5,73.0,119
5408,2025-05-10 02:45:00+00:00,40.0,76.0,44.5,26.2,11.5,3790.0,27.6,73.0,122
5408,2025-05-10 03:00:00+00:00,40.0,76.0,45.7,24.7,12.0,3820.0,27.3,74.0,123
5408,2025-05-10 03:15:00+00:00,26.0,67.0,46.1,24.0,11.8,2040.0,27.6,73.0,67
5408,2025-05-10 03:30:00+00:00,26.0,67.0,47.0,23.4,11.9,260.0,27.9,71.0,67
5408,2025-05-10 03:45:00+00:00,26.0,67.0,48.4,23.1,11.8,620.0,28.7,69.0,67
5408,2025-05-10 04:00:00+00:00,26.0,67.0,49.6,22.7,11.6,1060.0,29.0,67.0,67
5408,2025-05-10 04:30:00+00:00,29.0,66.0,52.1,20.8,11.6,710.0,29.6,64.0,66
5408,2025-05-10 04:45:00+00:00,29.0,66.0,53.7,23.4,11.4,1330.0,29.6,63.0,66
5408,2025-05-10 05:00:00+00:00,29.0,66.0,55.7,23.0,11.5,1510.0,30.5,59.0,73
5408,2025-05-10 05:15:00+00:00,35.0,68.0,56.6,23.1,11.7,-500.0,30.9,55.0,68
5408,2025-05-10 05:30:00+00:00,35.0,68.0,56.1,24.0,11.7,22.18,31.5,53.0,68
5408,2025-05-10 05:45:00+00:00,35.0,68.0,57.2,25.1,11.7,18.259999999999998,31.8,51.0,68
5408,2025-05-10 06:00:00+00:00,35.0,68.0,58.8,24.1,11.5,790.0,31.9,50.0,68
5408,2025-05-10 06:15:00+00:00,32.0,67.0,58.6,4.0,11.3,240.0,32.4,49.0,67
5408,2025-05-10 06:30:00+00:00,32.0,67.0,60.6,-12.6,11.5,100.0,32.9,48.0,67
5408,2025-05-10 06:45:00+00:00,32.0,67.0,58.4,19.2,11.4,0.0,33.2,47.0,67
5408,2025-05-10 07:15:00+00:00,41.0,76.0,54.9,19.3,0.8,1520.0,33.2,46.0,76
5408,2025-05-10 07:30:00+00:00,41.0,76.0,55.9,22.0,354.3,1000.0,33.1,46.0,191
5408,2025-05-10 07:45:00+00:00,41.0,76.0,57.0,22.5,12.8,1270.0,34.1,44.0,76
5408,2025-05-10 08:00:00+00:00,41.0,76.0,62.9,23.3,12.5,1240.0,34.2,43.0,76
5408,2025-05-10 08:15:00+00:00,42.0,73.0,63.5,22.4,12.2,980.0,34.2,43.0,73
5408,2025-05-10 08:30:00+00:00,42.0,73.0,64.7,21.7,12.1,1310.0,33.4,45.0,73
5408,2025-05-10 08:45:00+00:00,42.0,73.0,64.5,22.0,12.3,1080.0,34.0,43.0,73
5408,2025-05-10 09:00:00+00:00,42.0,73.0,63.9,22.0,12.0,900.0,34.9,41.0,73
5408,2025-05-10 09:30:00+00:00,43.0,70.0,68.0,21.8,12.4,880.0,34.7,40.0,71
5408,2025-05-10 09:45:00+00:00,43.0,70.0,66.6,23.1,11.2,0.0,34.8,40.0,71
5408,2025-05-10 10:00:00+00:00,43.0,70.0,68.4,24.2,9.6,1570.0,34.1,42.0,77
5408,2025-05-10 10:15:00+00:00,45.0,79.0,70.4,24.3,9.6,3020.0,33.6,43.0,113
5408,2025-05-10 10:30:00+00:00,45.0,79.0,73.7,24.5,10.7,3930.0,33.3,43.0,124
5408,2025-05-10 10:45:00+00:00,45.0,79.0,76.2,23.5,11.1,3700.0,33.0,45.0,121
5408,2025-05-10 11:00:00+00:00,45.0,79.0,71.0,24.3,10.7,170.0,32.4,47.0,79
5408,2025-05-10 11:15:00+00:00,48.0,91.0,69.4,28.0,9.7,880.0,31.9,48.0,91
5408,2025-05-10 11:45:00+00:00,48.0,91.0,68.4,24.9,10.7,4930.0,31.1,50.0,136
5408,2025-05-10 12:00:00+00:00,48.0,91.0,65.3,26.6,11.6,4770.0,30.8,51.0,134
5408,2025-05-10 12:15:00+00:00,51.0,98.0,63.7,26.6,12.1,4930.0,30.6,52.0,136
5408,2025-05-10 12:30:00+00:00,51.0,98.0,60.2,27.9,12.4,4930.0,30.3,53.0,136
5408,2025-05-10 12:45:00+00:00,51.0,98.0,56.8,28.6,12.1,4820.0,30.0,54.0,135
5408,2025-05-10 13:15:00+00:00,60.0,125.0,48.2,31.3,11.5,4930.0,29.3,56.0,136
5408,2025-05-10 13:30:00+00:00,60.0,125.0,40.8,31.8,11.7,4870.0,29.0,57.0,136
5408,2025-05-10 13:45:00+00:00,60.0,125.0,40.4,32.4,11.9,4990.0,28.8,56.0,137
5408,2025-05-10 14:00:00+00:00,60.0,125.0,38.4,30.4,11.9,4900.0,28.7,56.0,136
5408,2025-05-10 14:30:00+00:00,47.0,98.0,39.6,31.6,11.6,4910.0,28.0,59.0,136
5408,2025-05-10 14:45:00+00:00,47.0,98.0,38.4,30.2,12.1,4670.0,27.6,61.0,133
5408,2025-05-10 15:00:00+00:00,47.0,98.0,40.0,30.0,11.8,4560.0,27.4,62.0,132
5408,2025-05-10 15:15:00+00:00,45.0,83.0,40.2,30.1,11.7,2770.0,27.2,63.0,109
5408,2025-05-10 15:30:00+00:00,45.0,83.0,39.2,31.7,11.5,1270.0,27.0,65.0,83
5408,2025-05-10 15:45:00+00:00,45.0,83.0,40.0,30.0,11.7,1410.0,26.9,66.0,83
5408,2025-05-10 16:00:00+00:00,45.0,83.0,39.6,30.2,11.1,1160.0,26.7,69.0,83
5408,2025-05-10 16:15:00+00:00,53.0,101.0,40.2,29.5,11.2,1100.0,26.3,71.0,101
5408,2025-05-10 16:30:00+00:00,53.0,101.0,32.9,28.7,11.6,1450.0,26.2,72.0,101
5408,2025-05-10 16:45:00+00:00,53.0,101.0,26.1,29.9,11.4,1350.0,26.0,73.0,101
5408,2025-05-10 17:00:00+00:00,53.0,101.0,32.7,31.9,11.5,1210.0,25.8,74.0,101
5408,2025-05-10 17:15:00+00:00,67.0,114.0,34.7,31.4,11.3,1250.0,25.6,75.0,121
5408,2025-05-10 17:45:00+00:00,67.0,114.0,32.5,30.6,10.9,1330.0,25.4,77.0,121
5408,2025-05-10 18:00:00+00:00,67.0,114.0,29.8,30.5,10.9,1310.0,25.3,77.0,121
5408,2025-05-10 18:15:00+00:00,49.0,123.0,28.4,30.4,11.3,1150.0,25.2,78.0,116
5408,2025-05-10 19:15:00+00:00,53.0,122.0,30.4,30.5,13.4,1430.0,24.9,79.0,115
5408,2025-05-10 19:30:00+00:00,53.0,122.0,30.2,31.0,13.2,1260.0,24.8,79.0,115
5408,2025-05-10 19:45:00+00:00,53.0,122.0,29.0,30.6,13.2,2140.0,24.6,80.0,115
5408,2025-05-10 20:00:00+00:00,53.0,122.0,28.4,30.3,12.7,2440.0,24.4,81.0,115
5408,2025-05-10 21:15:00+00:00,57.0,137.0,-14.9,30.9,12.4,1520.0,23.9,83.0,125
5408,2025-05-10 21:30:00+00:00,57.0,137.0,150.5,31.7,13.3,980.0,23.8,83.0,174
5408,2025-05-10 21:45:00+00:00,57.0,137.0,25.5,32.1,13.4,1770.0,23.9,83.0,125
5408,2025-05-10 22:00:00+00:00,57.0,137.0,25.3,30.6,13.6,2000.0,23.9,83.0,125
5408,2025-05-10 22:15:00+00:00,65.0,138.0,24.3,29.7,13.7,2130.0,24.0,83.0,126
5408,2025-05-10 22:30:00+00:00,65.0,138.0,19.6,29.5,13.8,1890.0,24.0,83.0,126
5408,2025-05-10 22:45:00+00:00,65.0,138.0,20.4,30.4,14.0,2290.0,23.8,83.0,126
5408,2025-05-10 23:00:00+00:00,65.0,138.0,20.0,30.2,13.7,2370.0,24.0,83.0,126
5408,2025-05-10 23:15:00+00:00,67.0,128.0,16.1,30.6,13.9,1390.0,24.0,83.0,121
5408,2025-05-10 23:30:00+00:00,67.0,128.0,11.2,30.5,13.9,230.0,23.7,83.0,121
5408,2025-05-10 23:45:00+00:00,67.0,128.0,13.5,31.0,13.5,530.0,23.5,84.0,121
5408,2025-05-11 00:00:00+00:00,67.0,128.0,14.7,30.5,14.0,700.0,23.5,84.0,121
5408,2025-05-11 00:15:00+00:00,67.0,127.0,14.7,31.4,14.2,310.0,23.6,84.0,121
5408,2025-05-11 00:45:00+00:00,67.0,127.0,16.7,33.9,12.1,610.0,24.2,83.0,121
5408,2025-05-11 01:00:00+00:00,67.0,127.0,13.7,33.2,11.6,580.0,24.8,81.0,121
5408,2025-05-11 01:15:00+00:00,63.0,112.0,17.4,32.6,11.5,570.0,25.7,79.0,108
5408,2025-05-11 01:30:00+00:00,63.0,112.0,30.8,31.4,11.5,340.0,26.5,76.0,108
5408,2025-05-11 01:45:00+00:00,63.0,112.0,34.1,29.8,11.6,700.0,27.1,75.0,108
5408,2025-05-11 02:00:00+00:00,63.0,112.0,39.6,28.9,11.4,0.0,27.5,74.0,108
5408,2025-05-11 02:15:00+00:00,46.0,84.0,41.0,29.1,10.9,0.0,27.6,73.0,84
5408,2025-05-11 02:30:00+00:00,46.0,84.0,39.0,27.4,11.1,540.0,27.8,72.0,84
5408,2025-05-11 02:45:00+00:00,46.0,84.0,35.7,26.1,10.7,0.0,28.1,71.0,84
5408,2025-05-11 03:00:00+00:00,46.0,84.0,43.5,25.7,10.6,520.0,28.6,69.0,84
5408,2025-05-11 03:15:00+00:00,30.0,64.0,41.6,27.0,10.9,640.0,28.8,67.0,64
5408,2025-05-11 03:30:00+00:00,30.0,64.0,43.3,26.6,10.7,100.0,29.0,67.0,64
5408,2025-05-11 03:45:00+00:00,30.0,64.0,48.0,26.4,10.8,770.0,29.4,66.0,64
5408,2025-05-11 04:00:00+00:00,30.0,64.0,48.8,26.0,11.3,870.0,30.2,63.0,64
5408,2025-05-11 04:15:00+00:00,32.0,78.0,50.6,25.1,11.6,620.0,30.9,58.0,78
5408,2025-05-11 04:30:00+00:00,32.0,78.0,48.2,24.7,12.5,0.0,31.4,54.0,78
5408,2025-05-11 04:45:00+00:00,32.0,78.0,42.9,25.6,13.1,0.0,31.8,51.0,78
5408,2025-05-11 05:15:00+00:00,39.0,76.0,69.0,24.6,13.3,-2280.0,32.9,47.0,76
5408,2025-05-11 05:30:00+00:00,39.0,76.0,87.6,24.9,14.2,21.03,33.0,46.0,88
5408,2025-05-11 05:45:00+00:00,39.0,76.0,52.5,25.2,14.9,17.13,33.4,44.0,76
5408,2025-05-11 06:15:00+00:00,43.0,84.0,59.8,4.9,14.4,0.0,34.1,40.0,84
5408,2025-05-11 06:30:00+00:00,43.0,84.0,65.9,-10.5,13.3,0.0,34.3,39.0,84
5408,2025-05-11 06:45:00+00:00,43.0,84.0,61.9,29.9,13.0,0.0,34.5,38.0,84
5408,2025-05-11 07:00:00+00:00,43.0,84.0,62.5,22.3,11.7,0.0,34.4,38.0,84
5408,2025-05-11 07:15:00+00:00,36.0,75.0,57.6,23.9,-1.3,0.0,35.0,36.0,75
5408,2025-05-11 07:30:00+00:00,36.0,75.0,57.2,24.3,353.6,860.0,35.1,36.0,191
5408,2025-05-11 07:45:00+00:00,36.0,75.0,57.8,23.3,10.9,1650.0,35.1,36.0,81
5408,2025-05-11 08:00:00+00:00,36.0,75.0,59.2,23.5,11.1,1030.0,35.2,37.0,75
5408,2025-05-11 08:15:00+00:00,39.0,68.0,59.2,23.6,10.6,890.0,35.1,36.0,68
5408,2025-05-11 08:30:00+00:00,39.0,68.0,58.4,24.5,10.7,1010.0,35.8,35.0,68
5408,2025-05-11 08:45:00+00:00,39.0,68.0,57.2,25.2,10.1,530.0,36.8,33.0,68
5408,2025-05-11 09:00:00+00:00,39.0,68.0,59.8,24.8,9.4,1040.0,36.7,34.0,68
5408,2025-05-11 09:15:00+00:00,35.0,60.0,61.7,23.9,9.4,820.0,36.2,34.0,62
5408,2025-05-11 09:30:00+00:00,35.0,60.0,64.9,23.4,10.6,820.0,36.1,35.0,65
5408,2025-05-11 09:45:00+00:00,35.0,60.0,68.2,24.0,9.5,1010.0,35.9,35.0,68
5408,2025-05-11 10:00:00+00:00,35.0,60.0,71.5,24.5,8.8,1500.0,35.6,34.0,73
5408,2025-05-11 10:15:00+00:00,35.0,67.0,72.3,24.1,9.2,1360.0,35.8,34.0,72
5408,2025-05-11 10:30:00+00:00,35.0,67.0,72.1,25.2,10.3,1350.0,35.8,33.0,72
5408,2025-05-11 10:45:00+00:00,35.0,67.0,68.6,25.8,9.7,0.0,35.6,32.0,69
5408,2025-05-11 11:15:00+00:00,34.0,62.0,71.1,26.3,10.2,1830.0,35.4,33.0,91
5408,2025-05-11 11:30:00+00:00,34.0,62.0,71.3,25.8,10.6,790.0,35.1,33.0,71
5408,2025-05-11 11:45:00+00:00,34.0,62.0,62.9,25.9,9.6,180.0,33.9,44.0,63
5408,2025-05-11 12:00:00+00:00,34.0,62.0,55.5,26.3,7.5,0.0,32.4,50.0,62
5408,2025-05-11 12:15:00+00:00,42.0,89.0,55.5,27.6,6.6,0.0,31.6,52.0,89
5408,2025-05-11 12:30:00+00:00,42.0,89.0,54.3,26.1,10.4,1430.0,31.0,54.0,89
5408,2025-05-11 12:45:00+00:00,42.0,89.0,50.8,25.5,13.5,1120.0,30.6,55.0,89
5408,2025-05-11 13:00:00+00:00,42.0,89.0,48.2,27.4,14.6,890.0,30.2,55.0,89
5408,2025-05-11 13:15:00+00:00,54.0,107.0,45.5,29.2,14.7,690.0,29.8,56.0,105
5408,2025-05-11 13:30:00+00:00,54.0,107.0,44.5,29.8,14.8,480.0,29.4,58.0,105
5408,2025-05-11 13:45:00+00:00,54.0,107.0,48.8,29.5,14.6,2260.0,29.1,60.0,105
5408,2025-05-11 14:00:00+00:00,54.0,107.0,43.7,28.3,14.4,2120.0,28.8,59.0,105
5408,2025-05-11 14:15:00+00:00,47.0,103.0,39.4,28.2,14.4,1760.0,28.6,58.0,102
5408,2025-05-11 14:30:00+00:00,47.0,103.0,32.1,29.0,16.0,1590.0,28.2,59.0,102
5408,2025-05-11 14:45:00+00:00,47.0,103.0,32.5,29.7,16.6,2029.9999999999998,27.9,59.0,102
5408,2025-05-11 15:00:00+00:00,47.0,103.0,31.0,29.7,16.6,2000.0,27.6,60.0,102
5408,2025-05-11 15:15:00+00:00,74.0,135.0,31.0,30.3,17.4,1560.0,27.4,61.0,145
5408,2025-05-11 15:30:00+00:00,74.0,135.0,27.8,30.9,17.2,640.0,27.1,63.0,145
5408,2025-05-11 15:45:00+00:00,74.0,135.0,28.6,32.0,17.2,1100.0,26.8,67.0,145
5408,2025-05-11 16:00:00+00:00,74.0,135.0,34.1,31.4,17.1,1100.0,26.6,70.0,145
5408,2025-05-11 16:15:00+00:00,85.0,146.0,31.2,32.1,16.9,810.0,26.4,71.0,183
5408,2025-05-11 16:30:00+00:00,85.0,146.0,31.0,32.0,16.6,870.0,26.3,72.0,183
5408,2025-05-11 16:45:00+00:00,85.0,146.0,28.8,30.7,16.3,1130.0,26.0,73.0,183
5408,2025-05-11 17:00:00+00:00,85.0,146.0,26.5,28.7,16.5,970.0,25.9,74.0,183
5408,2025-05-11 17:15:00+00:00,75.0,137.0,25.1,29.2,16.1,1000.0,25.7,76.0,149
5408,2025-05-11 17:30:00+00:00,75.0,137.0,22.1,29.3,15.9,660.0,25.4,77.0,149
5408,2025-05-11 17:45:00+00:00,75.0,137.0,21.6,30.4,15.4,1060.0,25.2,78.0,149
5408,2025-05-11 18:00:00+00:00,75.0,137.0,20.8,32.2,15.5,1090.0,25.2,79.0,149
5408,2025-05-11 18:15:00+00:00,82.0,212.0,22.5,30.2,15.2,650.0,25.1,79.0,175
5408,2025-05-11 19:15:00+00:00,76.0,229.0,24.3,32.3,12.4,310.0,24.8,81.0,186
5408,2025-05-11 19:45:00+00:00,76.0,229.0,26.9,32.6,11.9,1010.0,24.7,82.0,186
5408,2025-05-11 20:00:00+00:00,76.0,229.0,30.2,31.5,12.1,1060.0,24.7,82.0,186
5408,2025-05-11 20:15:00+00:00,63.0,126.0,29.8,29.3,11.9,740.0,24.7,83.0,118
5408,2025-05-11 20:30:00+00:00,63.0,126.0,31.8,29.5,11.9,950.0,24.7,83.0,118
5408,2025-05-11 20:45:00+00:00,63.0,126.0,33.5,28.8,11.9,980.0,24.6,83.0,118
5408,2025-05-11 21:00:00+00:00,63.0,126.0,26.5,28.6,12.0,870.0,24.5,83.0,118
5408,2025-05-11 21:15:00+00:00,54.0,109.0,-56.4,28.0,11.8,460.0,24.4,83.0,106
5408,2025-05-11 21:30:00+00:00,54.0,109.0,139.4,28.0,10.7,0.0,24.4,84.0,158
5408,2025-05-11 21:45:00+00:00,54.0,109.0,14.5,30.2,10.0,290.0,24.3,84.0,106
5408,2025-05-11 22:15:00+00:00,57.0,138.0,17.2,31.9,9.9,0.0,24.1,85.0,126
5408,2025-05-11 22:30:00+00:00,57.0,138.0,18.4,30.9,10.3,0.0,24.2,85.0,126
5408,2025-05-11 22:45:00+00:00,57.0,138.0,21.0,32.3,10.2,0.0,24.3,84.0,126
5408,2025-05-11 23:00:00+00:00,57.0,138.0,25.5,31.6,10.5,0.0,24.4,84.0,126
5408,2025-05-11 23:15:00+00:00,60.0,113.0,30.8,31.4,10.5,490.0,24.4,84.0,109
5408,2025-05-11 23:30:00+00:00,60.0,113.0,31.4,31.1,10.5,1530.0,24.4,84.0,109
5408,2025-05-11 23:45:00+00:00,60.0,113.0,34.9,30.4,10.6,1740.0,24.4,84.0,109
5408,2025-05-12 00:00:00+00:00,60.0,113.0,32.9,29.8,11.0,1610.0,24.3,84.0,109
5408,2025-05-12 00:15:00+00:00,56.0,101.0,30.6,29.2,10.8,1640.0,24.2,85.0,101
5408,2025-05-12 00:30:00+00:00,56.0,101.0,31.9,28.0,10.5,1740.0,24.3,85.0,101
5408,2025-05-12 00:45:00+00:00,56.0,101.0,30.8,28.3,10.9,1730.0,24.6,84.0,101
